VMV_CODE,VARIABLE_CODE,VARIABLE,VARIABLE_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,UNIT_UNITÉ,UNIT_NAME,UNITÉ_NOM,METHOD_CODE,METHOD_TITLE,MÉTHODE_TITRE
"107167","3129","BENSULFURON","BENSULFURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107168","4154","RIMSULFURON","RIMSULFURONE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107169","3131","NICOSULFURON","NICOSULFURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107170","4163","FLUMETSULAM","FLUMETSULAM","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107171","4164","PRIMISULFURON","PRIMISULFURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107173","185","DIURON","DIURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107174","3126","METSULFURON","METSULFURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107175","3127","THIFENSULFURON","THIFENSULFURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107176","4166","CHLORIMURON","CHLORIMURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107177","4167","CLOMAZONE","CLOMAZONE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107178","186","LINURON","LINURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107179","248","CHLORSULFURON","CHLORSULFURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107180","4168","PROSULFURON","PROSULFURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107181","4169","FOMESAFEN","FOMÉSAFÈNE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107182","4170","ACIFLUORFEN","ACIFLUORFÈNE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107184","3042","BUTYLATE","BUTILATE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3433","ANALYSIS OF NEUTRAL HERBICIDES IN WATER USING LIQUID-LIQUID EXTRACTION WITH GAS CHROMATOGRAPHY-MASS SELECTIVE DETECTION (GC/MSD)","ANALYSE D'HERBICIDES NEUTRES DANS L'EAU AVEC EXTRACTION LIQUIDE/LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC DISCRIMINATION DE MASSE (GC/MSD)"
"107185","3051","DIALLATE II","DIALLATE II","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3433","ANALYSIS OF NEUTRAL HERBICIDES IN WATER USING LIQUID-LIQUID EXTRACTION WITH GAS CHROMATOGRAPHY-MASS SELECTIVE DETECTION (GC/MSD)","ANALYSE D'HERBICIDES NEUTRES DANS L'EAU AVEC EXTRACTION LIQUIDE/LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC DISCRIMINATION DE MASSE (GC/MSD)"
"107186","208","METOLACHLOR","MÉTOLACHLORE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3433","ANALYSIS OF NEUTRAL HERBICIDES IN WATER USING LIQUID-LIQUID EXTRACTION WITH GAS CHROMATOGRAPHY-MASS SELECTIVE DETECTION (GC/MSD)","ANALYSE D'HERBICIDES NEUTRES DANS L'EAU AVEC EXTRACTION LIQUIDE/LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC DISCRIMINATION DE MASSE (GC/MSD)"
"107187","156","BENZOYLPROP-ETHYL","BENZOYLPROP-ÉTHYLE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3433","ANALYSIS OF NEUTRAL HERBICIDES IN WATER USING LIQUID-LIQUID EXTRACTION WITH GAS CHROMATOGRAPHY-MASS SELECTIVE DETECTION (GC/MSD)","ANALYSE D'HERBICIDES NEUTRES DANS L'EAU AVEC EXTRACTION LIQUIDE/LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC DISCRIMINATION DE MASSE (GC/MSD)"
"107188","4172","FENOXAPROP-ETHYL","FÉNOXAPROP-ÉTHYL","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3433","ANALYSIS OF NEUTRAL HERBICIDES IN WATER USING LIQUID-LIQUID EXTRACTION WITH GAS CHROMATOGRAPHY-MASS SELECTIVE DETECTION (GC/MSD)","ANALYSE D'HERBICIDES NEUTRES DANS L'EAU AVEC EXTRACTION LIQUIDE/LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC DISCRIMINATION DE MASSE (GC/MSD)"
"107190","3050","DIALLATE I","DIALLATE I","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3433","ANALYSIS OF NEUTRAL HERBICIDES IN WATER USING LIQUID-LIQUID EXTRACTION WITH GAS CHROMATOGRAPHY-MASS SELECTIVE DETECTION (GC/MSD)","ANALYSE D'HERBICIDES NEUTRES DANS L'EAU AVEC EXTRACTION LIQUIDE/LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC DISCRIMINATION DE MASSE (GC/MSD)"
"107283","1278","METSULFURON-D3","METSULFURON-D3","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107284","4202","FORAMSULFURON","FORAMSULFURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107285","4170","ACIFLUORFEN","ACIFLUORFÈNE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107286","3129","BENSULFURON","BENSULFURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107287","4166","CHLORIMURON","CHLORIMURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107288","248","CHLORSULFURON","CHLORSULFURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107289","4167","CLOMAZONE","CLOMAZONE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107290","4165","D6-DIURON","D6-DIURON","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107291","185","DIURON","DIURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107292","4163","FLUMETSULAM","FLUMETSULAM","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107293","4169","FOMESAFEN","FOMÉSAFÈNE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107294","186","LINURON","LINURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107295","3126","METSULFURON","METSULFURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107296","3131","NICOSULFURON","NICOSULFURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107297","4164","PRIMISULFURON","PRIMISULFURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107298","4168","PROSULFURON","PROSULFURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107299","4154","RIMSULFURON","RIMSULFURONE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107300","3127","THIFENSULFURON","THIFENSULFURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107301","3375","TRIBENURON","TRIBÉNURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3431","ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION","ANALYSE DES SULFONYLURÉES ET DES HERBICIDES CONNEXES PAR SPE ET DÉTECTION LC-MS/MS"
"107302","4203","CARBARYL-D3","CARBARYL-D3","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","3461","CARBAMATE FUNGICIDES IN WATER ARE ANALYZED BY SPE AND ESI-LC-MS/MS.","LES FONGICIDES CARBAMATES DANS L'EAU SONT ANALYSÉS PAR SPE ET IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"107303","1279","METHOMYL-D3","METHOMYL-D3","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","3461","CARBAMATE FUNGICIDES IN WATER ARE ANALYZED BY SPE AND ESI-LC-MS/MS.","LES FONGICIDES CARBAMATES DANS L'EAU SONT ANALYSÉS PAR SPE ET IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"107304","1280","PIRIMICARB-D6","PIRIMICARBE-D6","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","3461","CARBAMATE FUNGICIDES IN WATER ARE ANALYZED BY SPE AND ESI-LC-MS/MS.","LES FONGICIDES CARBAMATES DANS L'EAU SONT ANALYSÉS PAR SPE ET IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"107305","87","ALDICARB","ALDICARBE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3461","CARBAMATE FUNGICIDES IN WATER ARE ANALYZED BY SPE AND ESI-LC-MS/MS.","LES FONGICIDES CARBAMATES DANS L'EAU SONT ANALYSÉS PAR SPE ET IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"107306","244","CARBARYL","CARBARYL","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3461","CARBAMATE FUNGICIDES IN WATER ARE ANALYZED BY SPE AND ESI-LC-MS/MS.","LES FONGICIDES CARBAMATES DANS L'EAU SONT ANALYSÉS PAR SPE ET IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"107307","121","CARBOFURAN","CARBOFURAN","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3461","CARBAMATE FUNGICIDES IN WATER ARE ANALYZED BY SPE AND ESI-LC-MS/MS.","LES FONGICIDES CARBAMATES DANS L'EAU SONT ANALYSÉS PAR SPE ET IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"107308","2646","METALAXYL (METHYL N-(METHOXYACETYL)-N-(2,6-XYLYL)-D-ALANINATE)","MÉTALAXYLE (MÉTHYL N-(MÉTHOXYACÉTYL)-N-(2,6-XYLYL)-D-ALANINATE)","FUNGICIDES","FONGICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3461","CARBAMATE FUNGICIDES IN WATER ARE ANALYZED BY SPE AND ESI-LC-MS/MS.","LES FONGICIDES CARBAMATES DANS L'EAU SONT ANALYSÉS PAR SPE ET IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"107309","127","METHOMYL","MÉTHOMYL","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3461","CARBAMATE FUNGICIDES IN WATER ARE ANALYZED BY SPE AND ESI-LC-MS/MS.","LES FONGICIDES CARBAMATES DANS L'EAU SONT ANALYSÉS PAR SPE ET IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"107310","2561","OXAMYL","OXAMYL","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3461","CARBAMATE FUNGICIDES IN WATER ARE ANALYZED BY SPE AND ESI-LC-MS/MS.","LES FONGICIDES CARBAMATES DANS L'EAU SONT ANALYSÉS PAR SPE ET IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"107311","164","PIRIMICARB","PIRIMICARBE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3461","CARBAMATE FUNGICIDES IN WATER ARE ANALYZED BY SPE AND ESI-LC-MS/MS.","LES FONGICIDES CARBAMATES DANS L'EAU SONT ANALYSÉS PAR SPE ET IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"108055","2863","GLYPHOSATE","GLYPHOSATE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3543","DETERMINATION OF GLYPHOSATE, GLUFOSINATE AND AMPA BY LS-MS/MS (AXYS METHOD MLA-054).","DÉTERMINATION DU GLYPHOSATE, DU GLUFOSINATE ET DE L'AMPA PAR LS-MS/MS (MÉTHODE AXYS MLA-054)."
"108056","3319","GLUFOSINATE","GLUFOSINATE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3543","DETERMINATION OF GLYPHOSATE, GLUFOSINATE AND AMPA BY LS-MS/MS (AXYS METHOD MLA-054).","DÉTERMINATION DU GLYPHOSATE, DU GLUFOSINATE ET DE L'AMPA PAR LS-MS/MS (MÉTHODE AXYS MLA-054)."
"108057","3181","AMINOMETHYL PHOSPHONIC ACID (AMPA)","ACIDE PHOSPHORIQUE AMINOMÉTHYL (AMPA)","PHOSPHORUS","PHOSPHORE","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3543","DETERMINATION OF GLYPHOSATE, GLUFOSINATE AND AMPA BY LS-MS/MS (AXYS METHOD MLA-054).","DÉTERMINATION DU GLYPHOSATE, DU GLUFOSINATE ET DE L'AMPA PAR LS-MS/MS (MÉTHODE AXYS MLA-054)."
"108315","422","CHLORIDE","CHLORURES","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","3561","UNFILTERED DECANTED IONS ARE DETERMINED BY ION CHROMATOGRAPHY WITH A HYDROXIDE ELUENT.","LES IONS NON-FILTRÉS DÉCANTÉS SONT DÉTERMINÉS PAR CHROMATOGRAPHIE IONIQUE AVEC UN ÉLUENT HYDROXYDE."
"108316","813","SULPHATE","SULFATES","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","3561","UNFILTERED DECANTED IONS ARE DETERMINED BY ION CHROMATOGRAPHY WITH A HYDROXIDE ELUENT.","LES IONS NON-FILTRÉS DÉCANTÉS SONT DÉTERMINÉS PAR CHROMATOGRAPHIE IONIQUE AVEC UN ÉLUENT HYDROXYDE."
"109020","4489","THIACLOPRID","THIACLOPRID","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3619","NEONICOTINOID INSECTICIDES IN WATER ARE ANALYZED BY ESI-LC-MS/MS.","LES INSECTICIDES NÉONICOTINOÏDES DANS L'EAU SONT ANALYSÉS PAR IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"109021","4155","IMIDACLOPRID","IMIDACLOPRIDE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3619","NEONICOTINOID INSECTICIDES IN WATER ARE ANALYZED BY ESI-LC-MS/MS.","LES INSECTICIDES NÉONICOTINOÏDES DANS L'EAU SONT ANALYSÉS PAR IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"109022","1165","THIAMETHOXAM","THIAMÉTHOXAM","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3619","NEONICOTINOID INSECTICIDES IN WATER ARE ANALYZED BY ESI-LC-MS/MS.","LES INSECTICIDES NÉONICOTINOÏDES DANS L'EAU SONT ANALYSÉS PAR IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"109023","4490","CLOTHIANIDIN","CLOTHIANIDINE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3619","NEONICOTINOID INSECTICIDES IN WATER ARE ANALYZED BY ESI-LC-MS/MS.","LES INSECTICIDES NÉONICOTINOÏDES DANS L'EAU SONT ANALYSÉS PAR IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"109024","4491","DINOTEFURAN","DINOTEFURANE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3619","NEONICOTINOID INSECTICIDES IN WATER ARE ANALYZED BY ESI-LC-MS/MS.","LES INSECTICIDES NÉONICOTINOÏDES DANS L'EAU SONT ANALYSÉS PAR IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"109025","4492","CLOTHIANIDIN-D3","CLOTHIANIDINE-D3","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","3619","NEONICOTINOID INSECTICIDES IN WATER ARE ANALYZED BY ESI-LC-MS/MS.","LES INSECTICIDES NÉONICOTINOÏDES DANS L'EAU SONT ANALYSÉS PAR IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"109070","4493","ACETAMIPRID","ACÉTAMIPRIDE","ORGANOCHLORINE","ORGANOCHLORÉS","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3619","NEONICOTINOID INSECTICIDES IN WATER ARE ANALYZED BY ESI-LC-MS/MS.","LES INSECTICIDES NÉONICOTINOÏDES DANS L'EAU SONT ANALYSÉS PAR IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"109108","730","PHOSPHORUS TOTAL","PHOSPHORE TOTAL","PHOSPHORUS","PHOSPHORE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","3627","TOTAL UNFILTERED PHOSPHOROUS USING PERSULFATE OXIDATION, ASCORBIC ACID, MOLYBDENUM BLUE IS DETERMINED BY THE CFA COLOURIMETER AT 880 NM WAVELENGTH.","LE PHOSPHORE TOTAL NON-FILTRÉ UTILISANT L’OXYDATION ACIDE AU PERSULFATE, L’ACIDE ASCORBIQUE ET LE BLEU DE MOLYBDÈNE EST DÉTERMINÉ PAR CFA À LA LONGUEUR D’ONDE DE 880 NM."
"109109","404","CALCIUM DISSOLVED","CALCIUM DISSOUS","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","3628","FILTERED CATIONS ARE DETERMINED BY DIRECT ANALYSIS INDUCTIVELY COUPLED PLASMA-OPTICAL EMISSION SPECTROMETER (ICP-OES).","LES CATIONS FILTRÉS SONT DÉTERMINÉS PAR ANALYSE DIRECTE AVEC UN SPECTROSCOPE D'ÉMISSION AVEC PLASMA INDUIT (ICP-OES)."
"109110","565","POTASSIUM DISSOLVED/FILTERED","POTASSIUM DISSOUS/FILTRÉ","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","3628","FILTERED CATIONS ARE DETERMINED BY DIRECT ANALYSIS INDUCTIVELY COUPLED PLASMA-OPTICAL EMISSION SPECTROMETER (ICP-OES).","LES CATIONS FILTRÉS SONT DÉTERMINÉS PAR ANALYSE DIRECTE AVEC UN SPECTROSCOPE D'ÉMISSION AVEC PLASMA INDUIT (ICP-OES)."
